0.000,1.838,0.913,0.000,0.000,0.000,1.891,2.533,0.000
0.000,1.838,0.913,1.891,2.533,0.000,1.891,4.363,1.118
3.757,6.402,1.283,1.891,4.363,1.118,1.891,2.533,0.000
0.000,4.481,2.750,0.000,3.324,1.830,1.891,5.814,2.297
1.891,4.363,1.118,1.891,5.814,2.297,0.000,3.324,1.830
3.757,7.165,1.962,1.891,5.814,2.297,1.891,4.363,1.118
0.000,3.324,1.830,0.000,1.838,0.913,1.891,4.363,1.118
1.891,6.884,3.551,0.000,4.481,2.750,1.891,5.814,2.297
3.757,6.402,1.283,1.891,2.533,0.000,3.757,4.579,0.000
3.757,6.402,1.283,3.757,7.165,1.962,1.891,4.363,1.118
3.757,7.165,1.962,3.757,6.402,1.283,5.601,7.988,1.411
5.601,7.988,1.411,3.757,6.402,1.283,3.757,4.579,0.000
7.424,9.153,1.506,5.601,8.743,2.168,5.601,7.988,1.411
3.757,4.579,0.000,5.601,6.170,0.000,5.601,7.988,1.411
3.757,7.165,1.962,5.601,7.988,1.411,5.601,8.743,2.168
3.757,7.825,2.675,3.757,8.380,3.419,1.891,5.814,2.297
3.757,8.380,3.419,3.757,7.825,2.675,5.601,9.389,2.968
5.601,8.743,2.168,5.601,9.389,2.968,3.757,7.825,2.675
7.424,10.537,3.184,5.601,9.922,3.812,5.601,9.389,2.968
7.314,11.349,4.934,5.601,10.335,4.701,5.601,9.922,3.812
5.601,9.389,2.968,5.601,9.922,3.812,3.757,8.380,3.419
3.757,7.825,2.675,3.757,7.165,1.962,5.601,8.743,2.168
1.891,6.884,3.551,1.891,5.814,2.297,3.757,8.380,3.419
5.601,9.389,2.968,5.601,8.743,2.168,7.424,9.902,2.319
3.757,7.165,1.962,3.757,7.825,2.675,1.891,5.814,2.297
5.601,10.335,4.701,3.757,8.380,3.419,5.601,9.922,3.812
1.891,7.273,4.207,0.000,5.333,3.675,0.000,4.481,2.750
1.891,7.273,4.207,1.891,6.884,3.551,3.757,8.825,4.198
3.757,8.825,4.198,3.757,9.155,5.011,1.891,7.273,4.207
3.757,9.155,5.011,3.757,8.825,4.198,5.601,10.335,4.701
1.891,6.884,3.551,3.757,8.380,3.419,3.757,8.825,4.198
1.891,7.273,4.207,3.757,9.155,5.011,3.757,9.360,5.854
0.000,5.333,3.675,1.891,7.561,4.880,1.891,7.744,5.565
1.891,7.561,4.880,0.000,5.333,3.675,1.891,7.273,4.207
1.891,7.744,5.565,3.757,9.360,5.854,3.757,9.435,6.717
3.757,9.360,5.854,1.891,7.744,5.565,1.891,7.561,4.880
3.757,9.435,6.717,3.757,9.360,5.854,5.601,10.760,6.611
1.891,7.744,5.565,3.757,9.435,6.717,3.757,9.377,7.585
1.891,7.561,4.880,1.891,7.273,4.207,3.757,9.360,5.854
0.000,5.333,3.675,1.891,7.744,5.565,0.000,5.902,4.603
3.757,9.155,5.011,5.601,10.618,5.636,3.757,9.360,5.854
1.891,7.273,4.207,0.000,4.481,2.750,1.891,6.884,3.551
5.601,10.335,4.701,5.601,10.618,5.636,3.757,9.155,5.011
5.601,10.618,5.636,5.601,10.335,4.701,6.925,11.308,5.415
6.925,11.308,5.415,6.638,11.283,5.964,5.601,10.618,5.636
6.925,11.308,5.415,5.601,10.335,4.701,7.314,11.349,4.934
5.601,10.618,5.636,6.638,11.283,5.964,6.464,11.268,6.560
5.601,10.760,6.611,5.601,10.750,7.613,3.757,9.435,6.717
5.601,10.750,7.613,5.601,10.760,6.611,6.412,11.265,7.176
6.464,11.268,6.560,6.412,11.265,7.176,5.601,10.760,6.611
6.412,11.265,7.176,6.485,11.277,7.790,5.601,10.750,7.613
5.601,10.760,6.611,5.601,10.618,5.636,6.464,11.268,6.560
6.679,11.309,8.377,5.601,10.750,7.613,6.485,11.277,7.790
5.601,10.618,5.636,5.601,10.760,6.611,3.757,9.360,5.854
3.757,8.825,4.198,3.757,8.380,3.419,5.601,10.335,4.701
3.757,9.435,6.717,5.601,10.750,7.613,5.601,10.584,8.621
5.601,7.988,1.411,5.601,6.170,0.000,7.424,9.153,1.506
7.424,9.902,2.319,5.601,8.743,2.168,7.424,9.153,1.506
7.424,9.153,1.506,7.424,7.339,0.000,9.228,9.075,0.770
9.228,8.118,0.000,9.228,9.075,0.770,7.424,7.339,0.000
9.228,9.075,0.770,9.228,8.118,0.000,11.015,8.539,0.000
7.424,9.153,1.506,9.228,9.075,0.770,9.228,9.930,1.569
7.424,11.055,4.100,5.601,9.922,3.812,7.424,10.537,3.184
8.912,11.617,4.080,7.424,10.537,3.184,9.228,11.303,3.328
9.228,10.674,2.420,7.424,9.902,2.319,9.228,9.930,1.569
7.424,10.537,3.184,7.424,9.902,2.319,9.228,10.674,2.420
7.424,9.902,2.319,7.424,9.153,1.506,9.228,9.930,1.569
7.424,10.537,3.184,8.912,11.617,4.080,8.330,11.501,4.258
9.228,9.075,0.770,11.015,9.496,0.786,9.228,9.930,1.569
7.424,10.537,3.184,5.601,9.389,2.968,7.424,9.902,2.319
11.015,9.496,0.786,11.015,10.350,1.603,9.228,9.930,1.569
11.015,9.496,0.786,9.228,9.075,0.770,11.015,8.539,0.000
11.015,10.350,1.603,9.228,10.674,2.420,9.228,9.930,1.569
11.015,10.350,1.603,11.015,9.496,0.786,12.787,9.592,0.790
11.015,8.539,0.000,12.787,8.636,0.000,11.015,9.496,0.786
9.228,10.674,2.420,11.015,10.350,1.603,11.015,11.092,2.474
9.228,11.303,3.328,9.516,11.760,4.019,8.912,11.617,4.080
9.516,11.760,4.019,9.228,11.303,3.328,10.114,11.927,4.078
9.228,11.303,3.328,11.015,11.717,3.405,10.114,11.927,4.078
11.015,11.717,3.405,9.228,11.303,3.328,11.015,11.092,2.474
11.015,11.717,3.405,11.015,11.092,2.474,12.787,11.187,2.487
10.114,11.927,4.078,11.015,11.717,3.405,10.684,12.108,4.249
9.228,11.303,3.328,9.228,10.674,2.420,11.015,11.092,2.474
11.015,10.350,1.603,12.787,10.446,1.610,11.015,11.092,2.474
9.228,10.674,2.420,9.228,11.303,3.328,7.424,10.537,3.184
7.424,11.055,4.100,7.790,11.412,4.545,7.314,11.349,4.934
7.790,11.412,4.545,7.424,11.055,4.100,8.330,11.501,4.258
8.330,11.501,4.258,7.424,11.055,4.100,7.424,10.537,3.184
7.314,11.349,4.934,5.601,9.922,3.812,7.424,11.055,4.100
11.210,12.293,4.522,10.947,12.200,4.385,11.015,12.218,4.396
10.684,12.108,4.249,11.015,11.717,3.405,11.015,12.218,4.396
11.015,11.717,3.405,11.210,12.293,4.522,11.015,12.218,4.396
7.424,9.153,1.506,5.601,6.170,0.000,7.424,7.339,0.000
0.000,5.902,4.603,1.891,7.824,6.253,1.891,7.804,6.933
0.000,5.902,4.603,1.891,7.744,5.565,1.891,7.824,6.253
1.891,7.690,7.593,1.891,7.804,6.933,3.757,9.189,8.438
3.757,9.377,7.585,1.891,7.804,6.933,1.891,7.824,6.253
1.891,7.744,5.565,3.757,9.377,7.585,1.891,7.824,6.253
0.000,5.902,4.603,1.891,7.804,6.933,0.000,6.213,5.535
0.000,6.288,6.471,0.000,6.213,5.535,1.891,7.242,8.818
1.891,7.690,7.593,1.891,7.242,8.818,0.000,6.213,5.535
3.757,8.483,10.016,1.891,7.242,8.818,1.891,7.690,7.593
0.000,6.213,5.535,1.891,7.804,6.933,1.891,7.690,7.593
0.000,6.288,6.471,1.891,7.242,8.818,1.891,6.601,9.904
3.757,9.189,8.438,1.891,7.804,6.933,3.757,9.377,7.585
3.757,9.189,8.438,3.757,8.884,9.254,1.891,7.690,7.593
3.757,8.884,9.254,3.757,9.189,8.438,5.601,10.266,9.609
5.601,10.584,8.621,5.601,10.266,9.609,3.757,9.189,8.438
5.601,10.266,9.609,5.601,10.584,8.621,7.386,11.452,9.383
3.757,9.189,8.438,3.757,9.377,7.585,5.601,10.584,8.621
3.757,8.884,9.254,5.601,10.266,9.609,5.601,9.812,10.547
3.757,8.483,10.016,3.757,8.012,10.713,1.891,7.242,8.818
3.757,8.012,10.713,3.757,8.483,10.016,5.601,9.249,11.411
5.601,9.812,10.547,5.601,9.249,11.411,3.757,8.483,10.016
5.601,9.249,11.411,5.601,9.812,10.547,7.424,10.494,11.496
5.601,8.612,12.187,5.601,9.249,11.411,7.424,9.812,12.435
5.601,9.249,11.411,5.601,8.612,12.187,3.757,8.012,10.713
3.757,8.483,10.016,3.757,8.884,9.254,5.601,9.812,10.547
3.757,8.012,10.713,5.601,8.612,12.187,5.601,7.247,13.484
5.601,10.266,9.609,7.424,11.058,10.469,5.601,9.812,10.547
3.757,8.884,9.254,3.757,8.483,10.016,1.891,7.690,7.593
3.757,9.435,6.717,5.601,10.584,8.621,3.757,9.377,7.585
1.891,7.242,8.818,3.757,8.012,10.713,3.757,6.964,11.918
0.000,5.825,8.356,0.000,6.151,7.412,1.891,6.601,9.904
1.891,5.046,11.820,0.000,5.825,8.356,1.891,6.601,9.904
0.000,5.825,8.356,1.891,5.046,11.820,0.000,5.334,9.304
0.000,6.151,7.412,0.000,6.288,6.471,1.891,6.601,9.904
1.891,3.262,13.653,0.000,3.950,11.212,0.000,4.701,10.256
0.000,0.225,15.078,0.000,2.184,13.137,1.891,-0.700,17.436
0.000,3.950,11.212,1.891,3.262,13.653,0.000,2.184,13.137
0.000,4.701,10.256,1.891,5.046,11.820,1.891,3.262,13.653
0.000,4.701,10.256,0.000,5.334,9.304,1.891,5.046,11.820
1.891,6.601,9.904,3.757,6.964,11.918,1.891,5.046,11.820
10.684,12.108,4.249,11.015,12.218,4.396,10.947,12.200,4.385
3.757,4.814,13.853,1.891,3.262,13.653,1.891,5.046,11.820
3.757,4.814,13.853,3.757,6.964,11.918,5.601,7.247,13.484
5.601,7.247,13.484,5.601,4.633,15.434,3.757,4.814,13.853
5.601,4.633,15.434,5.601,7.247,13.484,7.424,7.455,14.634
3.757,6.964,11.918,3.757,8.012,10.713,5.601,7.247,13.484
3.757,4.814,13.853,5.601,4.633,15.434,3.757,2.707,15.624
3.757,0.605,17.434,0.000,2.184,13.137,1.891,3.262,13.653
0.000,2.184,13.137,3.757,0.605,17.434,1.891,-0.700,17.436
3.757,2.707,15.624,3.757,0.605,17.434,1.891,3.262,13.653
5.601,2.276,17.157,3.757,0.605,17.434,3.757,2.707,15.624
5.601,0.056,18.927,3.757,-1.446,19.341,3.757,0.605,17.434
3.757,0.605,17.434,3.757,-1.446,19.341,1.891,-0.700,17.436
1.891,3.262,13.653,3.757,4.814,13.853,3.757,2.707,15.624
1.891,-0.700,17.436,3.757,-1.446,19.341,3.757,-3.299,21.341
5.601,2.276,17.157,3.757,2.707,15.624,5.601,4.633,15.434
3.757,4.814,13.853,1.891,5.046,11.820,3.757,6.964,11.918
1.891,6.601,9.904,1.891,7.242,8.818,3.757,6.964,11.918
0.000,0.225,15.078,1.891,-0.700,17.436,0.000,-1.742,17.035
5.601,8.612,12.187,7.424,9.052,13.270,5.601,7.247,13.484
7.386,11.452,9.383,5.601,10.584,8.621,6.983,11.365,8.916
7.386,11.452,9.383,7.424,11.058,10.469,5.601,10.266,9.609
7.424,10.494,11.496,5.601,9.812,10.547,7.424,11.058,10.469
9.228,11.585,11.042,7.424,10.494,11.496,7.424,11.058,10.469
7.424,11.058,10.469,8.411,11.715,10.023,9.228,11.585,11.042
7.856,11.567,9.747,8.411,11.715,10.023,7.424,11.058,10.469
7.424,11.058,10.469,7.386,11.452,9.383,7.856,11.567,9.747
8.988,11.878,10.182,9.228,11.585,11.042,8.411,11.715,10.023
7.424,10.494,11.496,7.424,9.812,12.435,5.601,9.249,11.411
10.737,12.403,9.976,11.263,12.564,9.689,11.015,12.382,10.164
10.169,12.229,10.158,10.737,12.403,9.976,11.015,12.382,10.164
